magnitude_R,target_snr,empirical_frame_rate_floor_hz,target_snr_frame_rate_hz,proposed_em_gain,proposed_framerate_hz,empirical_floor_active,target_snr_met,minimum_snr_across_seds,mean_snr_across_seds,maximum_snr_across_seds,max_5sigma_saturation_fraction
7.95,4.5,1572.4862550166124,2067.0,110.58209247149352,2067.0,False,True,4.499999999621744,4.629861246361235,4.8674954819961505,0.03664799105826955
8.0,4.5,1562.48544043401,2067.0,121.86268272822781,2067.0,False,True,4.499999999607559,4.626747416670831,4.858625550561749,0.03897769486136464
8.05,4.5,1552.330270804316,2067.0,135.44347813984496,2067.0,False,True,4.499999999616946,4.623506239885068,4.849402014694813,0.04181717494999921
8.1,4.5,1542.0204181842462,2067.0,152.24851384625072,2067.0,False,True,4.499999999551444,4.620133335583532,4.839813573411633,0.04538077844312665
8.15,4.5,1531.555651805927,2067.0,173.84395656934066,2067.0,False,True,4.499999999573569,4.616624200681696,4.829848732181246,0.050034770212899315
8.2,4.5,1520.935842003173,2067.0,203.16536894245655,2067.0,False,True,4.4999999995628235,4.612974158243232,4.819495736375015,0.05647115842837629
8.25,4.5,1510.1609641433786,2067.0,246.60478298488306,2067.0,False,True,4.499999999561386,4.6091782280350255,4.808742395347514,0.06620865909327422
8.3,4.5,1499.2311025560239,2067.0,322.0744819740503,2067.0,False,True,4.499999999559005,4.605230740076537,4.797575575087886,0.08353686467043245
8.35,4.5,1488.1464544482665,2067.0,517.18731969285,2067.0,False,True,4.49999999955225,4.60112371052063,4.785979180897863,0.12961412913427967
8.4,4.5,1476.907333797532,1990.2167873171275,599.9999999738502,1990.2167873171275,False,True,4.499999999550127,4.600374815515104,4.783868132688883,0.14945442681156884
8.45,4.5,1465.5141752105028,1900.6159145151905,599.9999999912834,1900.6159145151905,False,True,4.499999999550939,4.600376087624431,4.783871717313256,0.1494560477566515
8.5,4.5,1453.9675377373376,1815.0477462231065,599.9999998169515,1815.0477462231065,False,True,4.499999999550406,4.600377419638601,4.783875470748686,0.14945774503438786
8.55,4.5,1442.268108629472,1733.3307809445541,599.9999998779676,1733.3307809445541,False,True,4.499999999551208,4.600378814375829,4.783879400932378,0.1494595223457808
8.6,4.5,1430.416707028798,1655.2916860025725,599.999999912834,1655.2916860025725,False,True,4.49999999955089,4.600380274786554,4.783883516183528,0.1494613833956607
8.65,4.5,1418.414287575554,1580.7649300040212,599.9999998518178,1580.7649300040212,False,True,4.499999999551259,4.60038180396274,4.783887825212493,0.1494633321125421
8.7,4.5,1406.2619439217767,1509.5924317191239,599.9999997733685,1509.5924317191239,False,True,4.499999999551367,4.600383405137529,4.783892337132542,0.14946537264618107
8.75,4.5,1393.9609121366905,1441.6232247748121,600.0,1441.6232247748121,False,True,4.499999999550007,4.600385081693868,4.78389706147966,0.1494675093994661
8.8,4.5,1381.5125739900213,1376.713137290004,600.0,1381.5125739900213,True,False,4.491968457436107,4.592184608640391,4.775387664961926,0.14909646634154092
8.85,4.5,1368.918460098793,1314.7244863325614,600.0,1368.918460098793,True,False,4.407612117177749,4.506038031774207,4.685967474102261,0.145202996492342
8.9,4.5,1356.1802529228376,1255.5257856345852,600.0,1356.1802529228376,True,False,4.325184901914547,4.421862858384536,4.5985960079501735,0.1414424878515936
8.95,4.5,1343.2997895939063,1198.9914668065612,600.0,1343.2997895939063,True,False,4.244643288174059,4.339614607214774,4.5132270341609635,0.1378099701833153
9.0,4.5,1330.2790645630157,1145.0016129981086,600.0,1330.2790645630157,True,False,4.165944769149226,4.259249835171533,4.429815397853764,0.13430067489352146
9.05,4.5,1317.1202320504326,1093.4417044942384,600.0,1317.1202320504326,True,False,4.089047832102279,4.18072611423927,4.348316997631244,0.1309100264633431
9.100000000000001,4.5,1303.8256082825333,1044.2023757961579,600.0,1303.8256082825333,True,False,4.013911936260366,4.104002008899042,4.268688762126114,0.12763363425643204
9.15,4.5,1290.3976734996666,997.1791836755292,600.0,1290.3976734996666,True,False,3.940497491189486,4.029037054037731,4.190888627060348,0.12446728468406125
9.2,4.5,1276.8390737191023,952.2723856910889,600.0,1276.8390737191023,True,False,3.868765835633455,3.955791733334272,4.114875512803255,0.12140693371207095
9.25,4.5,1263.1526222371724,909.3867284460866,600.0,1263.1526222371724,True,False,3.798679216805016,3.8842274581097485,4.040609302414914,0.11844869969452089
9.3,4.5,1249.3413008548048,868.4312457368651,600.0,1249.3413008548048,True,False,3.7302007701164515,3.814306546628545,3.9680508201617264,0.11558885651958418
9.350000000000001,4.5,1235.4082608108238,829.319065480202,600.0,1235.4082608108238,True,False,3.663294499337358,3.7459922038379534,3.8971618104910934,0.11282382705386247
9.4,4.5,1221.3568234076472,791.9672255096084,600.0,1221.3568234076472,True,False,3.5979252571675646,3.679248501534043,3.8279049174526785,0.11015017687192152
9.45,4.5,1207.1904803143468,756.296497549105,600.0,1207.1904803143468,True,False,3.534058726213476,3.6140403589418364,3.760243664553855,0.10756460825843364
9.5,4.5,1192.912893532469,722.2312192442187,600.0,1192.912893532469,True,False,3.4716614003564388,3.5503335236981832,3.6941424350373757,0.10506395447087695
9.55,4.5,1178.527895010528,689.6991334985942,600.0,1178.527895010528,True,False,3.41070056650206,3.488094553226043,3.629566452569547,0.10264517425127896
9.600000000000001,4.5,1164.039485893707,658.6312354769907,600.0,1164.039485893707,True,False,3.3511442866996846,3.4272907964891646,3.5664817623275145,0.10030534657600368
9.65,4.5,1149.4518353959957,628.9616259217728,600.0,1149.4518353959957,True,False,3.2929613806216627,3.3678903761165695,3.504855212474664,0.09804166563307587
9.7,4.5,1134.769279282831,600.6273716848227,600.0,1134.769279282831,True,False,3.2361214083922745,3.3098621708864804,3.4446544360133373,0.0958514360169996
9.75,4.5,1119.9963179531903,573.5683719415974,600.0,1119.9963179531903,True,False,3.180594653756616,3.2531757985597745,3.385847833004564,0.09373206813148004
9.8,4.5,1105.137614111117,547.7272309892578,600.0,1105.137614111117,True,False,3.126352107580031,3.1978015990532995,3.328404553144687,0.09168107379088215
9.850000000000001,4.5,1090.1979900177514,523.0491362759785,600.0,1090.1979900177514,True,False,3.0733654516690554,3.143710617943813,3.27229447868923,0.08969606201166948
9.9,4.5,1075.1824243161727,499.4817422326596,600.0,1075.1824243161727,True,False,3.0216070429052246,3.0908745902935983,3.2174882077146103,0.0877747349854555
9.95,4.5,1060.0960484226505,476.97505927569,600.0,1060.0960484226505,True,False,2.9710498976833914,3.0392659247892233,3.163957037708713,0.08591488422567363
10.0,4.5,1044.9441424793124,455.4813477101852,600.0,1044.9441424793124,True,False,2.9216676766466656,2.9888576881852416,3.111672949481668,0.08411438688022722
10.05,4.5,1029.732130864747,434.95501647357014,600.0,1029.732130864747,True,False,2.873434669710348,2.9396235900449983,3.0606085913885295,0.08237120220282046
10.100000000000001,4.5,1014.465577260621,415.35252647899324,600.0,1014.465577260621,True,False,2.82632578136767,2.8915379677710575,3.0107372638558916,0.08068336817599622
10.15,4.5,999.1501792740885,396.63229822786525,600.0,999.1501792740885,True,False,2.7803165162705077,2.8445757719181692,2.962032904204882,0.07904899827921805
10.2,4.5,983.791762617502,378.75462357126526,600.0,983.791762617502,True,False,2.7353829650785673,2.798712551782003,2.914470071763262,0.07746627839562717
10.25,4.5,968.3962748487543,361.68158159015,600.0,968.3962748487543,True,False,2.6915017905709675,2.753924441257291,2.8680239332597908,0.0759334638513926
10.3,4.5,952.9697786774805,345.37695802314556,600.0,952.9697786774805,True,False,2.648650214014427,2.7101881449593215,2.822670248494269,0.07444887658183809
10.350000000000001,4.5,937.5184448442524,329.80616863275645,600.0,937.5184448442524,True,False,2.6068060017826764,2.6674809246031024,2.7783853562771026,0.07301090241879196
10.4,4.5,922.0485445819263,314.93618563812925,600.0,922.0485445819263,True,False,2.5659474522220154,2.6257805856348613,2.735146160632511,0.07161798849385011
10.45,4.5,906.56644167028,300.73546784571954,600.0,906.56644167028,True,False,2.526053382758294,2.5850654641108486,2.6929301172598468,0.07026864075247932
10.5,4.5,891.0785840971453,287.1738935759349,600.0,891.0785840971453,True,False,2.487103117240917,2.5453144138187715,2.6517152202478385,0.06896142157411356
10.55,4.5,875.5914953412893,274.22269692691043,600.0,875.5914953412893,True,False,2.449076473519741,2.5065067936374463,2.6114799890368277,0.06769494749360919
10.600000000000001,4.5,860.1117652943329,261.8544066839386,600.0,860.1117652943329,True,False,2.41195375125109,2.4686224551305944,2.5722034556243996,0.06646788701963341
10.65,4.5,844.6460408410708,250.04278802487534,600.0,844.6460408410708,True,False,2.375715719929303,2.4316417303709468,2.533865152010086,0.06527895854575338
10.7,4.5,829.2010161195262,238.76278690126492,600.0,829.2010161195262,True,False,2.340343607140586,2.3955454199911044,2.4964450978750694,0.064126928350184
10.75,4.5,813.7834224840875,227.99047694486217,600.0,813.7834224840875,True,False,2.3058190870360713,2.3603147814578365,2.459923788493074,0.06301060868032925
10.8,4.5,798.400018196952,217.70300859890995,600.0,798.400018196952,True,False,2.2721242690212886,2.325931517566713,2.4242821828688688,0.061928855918424834
10.850000000000001,4.5,783.0575778749683,207.8785607748141,600.0,783.0575778749683,True,False,2.2392416866593705,2.2923777651541566,2.3895016921009904,0.0608805688247517
10.9,4.5,767.762881720722,198.4962944930594,600.0,767.762881720722,True,False,2.2071542867855376,2.259636084024198,2.3555641679655017,0.05986468685504832
10.95,4.5,752.5227045683669,189.53630865868763,600.0,752.5227045683669,True,False,2.175845418830502,2.2276894460873367,2.3224518917177686,0.05888018854889678
11.0,4.5,737.3438047762554,180.97959797133808,600.0,737.3438047762554,True,False,2.1452988243505957,2.196521224709074,2.2901475631093815,0.057926089986002495
11.05,4.5,722.2329129998329,172.80801245875773,600.0,722.2329129998329,True,False,2.115498626762452,2.166115184265734,2.258634289617448,0.057001443307421545
11.100000000000001,4.5,707.1967208795431,165.00421908474527,600.0,707.1967208795431,True,False,2.0864293212801828,2.136455469905302,2.2278955758835997,0.056105335298921304
11.15,4.5,692.2418696796072,157.5516649505007,600.0,692.2418696796072,True,False,2.0580757650530135,2.1075265975110455,2.1979153133601255,0.055236886033784204
11.2,4.5,677.3749389145026,150.43454217957333,600.0,677.3749389145026,True,False,2.030423167501317,2.07931344386569,2.1686777701606763,0.054395247572482645
11.25,4.5,662.6024350007414,143.6377543360868,600.0,662.6024350007414,True,False,2.0034570808490124,2.0518012370139362,2.1401675811130247,0.0535796027167676
11.3,4.5,647.930779972139,137.1468845566269,600.0,647.930779972139,True,False,1.9771633908502186,2.0249755468210666,2.112369738011345,0.052789163815821535
11.350000000000001,4.5,633.3663002971565,130.94816476444248,600.0,633.3663002971565,True,False,1.9515283077079792,1.998822275725323,2.085269580065466,0.052023171622229844
11.4,4.5,618.9152158370961,125.02844662737334,600.0,618.9152158370961,True,False,1.9265383571827983,1.9733276496816807,2.0588527845444866,0.05128089419562467
11.45,4.5,604.5836289839037,119.37517362815561,600.0,604.5836289839037,True,False,1.9021803718885928,1.948478209294518,2.0331053576120786,0.05056162585194931
11.5,4.5,590.3775140161047,113.97635436736164,600.0,590.3775140161047,True,False,1.8784414827735385,1.9242608011365794,2.0080136253507197,0.049864686156382246
11.55,4.5,576.3027067109458,108.82053718916723,600.0,576.3027067109458,True,False,1.8553091107831141,1.9006625692514698,1.9835642249719607,0.049189418958046266
11.600000000000001,4.5,562.3648942501399,103.89678588943207,600.0,562.3648942501399,True,False,1.8327709587024776,1.8776709468367663,1.9597440962097217,0.0485351914647108
11.65,4.5,548.56960545574,99.1946564760292,600.0,548.56960545574,True,False,1.810815003175119,1.855273648104648,1.9365404728934514,0.04790139335577494
11.7,4.5,534.922201391549,94.70417507161619,600.0,534.922201391549,True,False,1.7894294868945135,1.8334586603167642,1.91394087469783,0.04728743593189413
11.75,4.5,521.4278663641725,90.41581668826984,600.0,521.4278663641725,True,False,1.7686029109653036,1.8122142359898528,1.891933099065512,0.04669275129968589
11.8,4.5,508.09159935629845,86.32048514456255,600.0,508.09159935629845,True,False,1.7483240274302763,1.791528885268395,1.8705052132992221,0.046116791590018816
11.850000000000001,4.5,494.91820592306436,82.40949361398816,600.0,494.91820592306436,True,False,1.7285818319592017,1.7713913684603948,1.8496455468193134,0.045559028208455546
11.9,4.5,481.91229058049265,78.67454628576525,600.0,481.91229058049265,True,False,1.7093655566953305,1.7517906887321144,1.8293426835826943,0.0450189511164833
11.95,4.5,469.07824971286533,75.10772077724687,600.0,469.07824971286533,True,False,1.6906646632551303,1.7327160849573997,1.8095854546588408,0.04449606814222651
12.0,4.5,456.4202650236979,71.70145132800099,600.0,456.4202650236979,True,False,1.672468835876586,1.7141570247169744,1.790362930958358,0.043989904319393286
12.05,4.5,443.94229755255856,68.44851268536877,600.0,443.94229755255856,True,False,1.6547679747111483,1.6961031974428566,1.7716644161093866,0.04350000125326348
12.100000000000001,4.5,431.64808227746346,65.34200486188638,600.0,431.64808227746346,True,False,1.6375521892541876,1.678544507702833,1.7534794394768933,0.04302591651257814
12.15,4.5,419.54112331993616,62.37533843386336,600.0,419.54112331993616,True,False,1.6208117919085874,1.6614710686196963,1.7357977493197203,0.04256722304624203
12.2,4.5,407.6246897670805,59.542220621631714,600.0,407.6246897670805,True,False,1.6045372916758798,1.644873195419748,1.718609306080024,0.04212350862379812
12.25,4.5,395.9018121221974,56.83664188088733,600.0,395.9018121221974,True,False,1.5887193879691304,1.6287413991048507,1.701904275799564,0.04169437529868006
12.3,4.5,384.37527939259246,54.252863245637855,600.0,384.37527939259246,True,False,1.5733489645415901,1.613066380242147,1.6856730236571118,0.041279438893293156
12.350000000000001,4.5,373.04763682030404,51.785404031921644,600.0,373.04763682030404,True,False,1.558417083524932,1.5978390228653496,1.6699061076210509,0.04087832850501611
12.4,4.5,361.9211842585455,49.42903026306885,600.0,361.9211842585455,True,False,1.543914979570752,1.5830503884813762,1.6545942722111002,0.040490686032257375
12.45,4.5,350.99797519370713,47.17874369624769,600.0,350.99797519370713,True,False,1.5298340540888606,1.5686917101759406,1.639728442362938,0.04011616571973848
12.5,4.5,340.27981640986184,45.029770939203445,600.0,340.27981640986184,True,False,1.516165869575749,1.5547543868115685,1.6252997173893409,0.03975443372221395
12.55,4.5,329.768268289822,42.977553619246464,600.0,329.768268289822,True,False,1.5029021440265506,1.5412299773114442,1.6112993650313876,0.03940516768587379
12.600000000000001,4.5,319.4646457439993,41.01773852217593,600.0,319.4646457439993,True,False,1.4900347454236738,1.528110195022325,1.5977188155930968,0.039068056346707764
12.65,4.5,309.3700197555708,39.14616842268151,600.0,309.3700197555708,True,False,1.4775556862952834,1.5153869021497766,1.5845496561528742,0.038742799145144696
12.7,4.5,299.48521952782136,37.35887327551609,600.0,299.48521952782136,True,False,1.465457118336731,1.503052104258876,1.5717836248450097,0.038429105856310826
12.75,4.5,289.8108352170187,35.65206179750385,600.0,289.8108352170187,True,False,1.4537313270880234,1.4910979448335293,1.5594126052044608,0.03812669623528137
12.8,4.5,280.34722123177187,34.022113320126664,600.0,280.34722123177187,True,False,1.4423707266604613,1.4795166998875497,1.5474286205681331,0.037835299676729016
12.850000000000001,4.5,271.09450007759017,32.465570303524146,600.0,271.09450007759017,True,False,1.4313678545055735,1.468300772620668,1.5358238285258619,0.03755465488840022
12.9,4.5,262.0525667232688,30.979130850493675,600.0,262.0525667232688,True,False,1.4207153662195768,1.4574426881126867,1.5245905154143347,0.03728450957787729
12.95,4.5,253.22109346381427,29.5596416714543,600.0,253.22109346381427,True,False,1.4104060303766592,1.4469350880490905,1.5137210908472467,0.037024620152109465
13.0,4.5,244.59953525288486,28.20409159056726,600.0,244.59953525288486,True,False,1.400432723384523,1.4367707254715116,1.503208082275057,0.036774751429221424
13.05,4.5,236.1871354761781,26.909604961663717,600.0,236.1871354761781,True,False,1.3907884243557662,1.4269424595465954,1.4930441295678167,0.0365346763621304
13.1,4.5,227.98293213584162,25.673435625329148,600.0,227.98293213584162,True,False,1.3814662099888624,1.417443250346965,1.4832219796146728,0.036304175773526584
13.15,4.5,219.9857644148368,24.492961166630266,600.0,219.9857644148368,True,False,1.372459249452731,1.408266153638203,1.4737344809338226,0.03608303810179289
13.200000000000001,4.5,212.19427958923788,23.365677202906227,600.0,212.19427958923788,True,False,1.363760799269118,1.3994043156659726,1.4645745782868824,0.03587105915746148
13.25,4.5,204.60694025569958,22.289192182652187,600.0,204.60694025569958,True,False,1.3553641981873086,1.3908509679376782,1.4557353072918502,0.03566804188982413
13.3,4.5,197.2220318407903,21.26122227459564,600.0,197.2220318407903,True,False,1.3472628620460105,1.38259942199337,1.447209789029126,0.035473796163333994
13.35,4.5,190.03767035855608,20.2795864972868,600.0,190.03767035855608,True,False,1.3394502786176028,1.3746430641609235,1.4389912246353271,0.03528813854345382
13.4,4.5,183.05181038252474,19.342202209460083,600.0,183.05181038252474,True,False,1.331920002430365,1.366975350290916,1.4310728898799896,0.03511089209162497
13.450000000000001,4.5,176.26225319843337,18.44708045007428,600.0,176.26225319843337,True,False,1.3246656495647333,1.3595898004670428,1.423448129720616,0.03494188616904851
13.5,4.5,169.66665510418264,17.59232199989492,600.0,169.66665510418264,True,False,1.3176808924201324,1.3524799936883776,1.4161103528319434,0.03478095624898635
13.55,4.5,163.26253582395094,16.776113112369785,600.0,163.26253582395094,True,False,1.310959454449491,1.3456395625203146,1.409053026105799,0.03462794373730741
13.6,4.5,157.04728700398775,15.99672184578958,600.0,157.04728700398775,True,False,1.3044951048591193,1.339062187711589,1.4022696691183918,0.03448269580101896
13.65,4.5,151.01818075834174,15.25249424512731,600.0,151.01818075834174,True,False,1.2982816532723247,1.3327415927754025,1.3957538485624992,0.03434506520453906
13.700000000000001,4.5,145.1723782336888,14.541850944777252,600.0,145.1723782336888,True,False,1.2923129443558212,1.3266715385333734,1.3894991726426025,0.03421491015348058
13.75,4.5,139.50693816344187,13.86328374122968,600.0,139.50693816344187,True,False,1.2865828524088052,1.3208458176217763,1.3834992854317412,0.034092094145732076
13.8,4.5,134.0188253824884,13.215352436323883,600.0,134.0188253824884,True,False,1.2810852759154026,1.3152582489603564,1.377747861189593,0.03397648582963442
13.85,4.5,128.7049192751653,12.596681680501206,600.0,128.7049192751653,True,False,1.275814132062141,1.309902672184906,1.3722385986421362,0.03386795886906629
13.9,4.5,123.56202213044166,12.005958236957667,600.0,123.56202213044166,True,False,1.2707633512230854,1.304772942045743,1.3669652152241178,0.03376639181526447
13.950000000000001,4.5,118.58686737973666,11.441928035346791,600.0,118.58686737973666,True,False,1.265926871416393,1.2998629227753022,1.361921441286569,0.03367166798521829
14.0,4.5,113.77612769431119,10.903393526125,600.0,113.77612769431119,True,False,1.2612986327371998,1.2951664824291784,1.3571010142726447,0.03358367534649032
14.05,4.5,109.12642292075763,10.389211215282558,600.0,109.12642292075763,True,False,1.2568725717730376,1.290677487206188,1.3524976728662348,0.03350230640832766
14.1,4.5,104.6343278347335,9.898289199074497,600.0,104.6343278347335,True,False,1.252642616009342,1.286389795754358,1.3481051511190363,0.03342745811894086
14.15,4.5,100.29637969473684,9.429584728815826,600.0,100.29637969473684,True,False,1.248602678234084,1.2822972534711505,1.3439171725631176,0.03335903176883937
